BS0000010,Auto traffic signal,Crossroads,Slight,51.48115,Daylight,Kensington and Chelsea,None,Wet or damp,Single carriageway,Urban,Other,Car,Female,State Highway,Punjab,4-23-22,18,5,13
BS0000011,Auto traffic signal,Crossroads,Slight,51.482076,Darkness - lights lit,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Female,National Highway,M.P,10-25-21,17,2,15
BS0000012,Auto traffic signal,Crossroads,Slight,51.494995,Darkness - lights lit,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Male,State Highway,Maharashtra,7-18-19,46,24,22
BS0000013,Data missing or out of range,Not at junction or within 20 metres,Slight,51.498778,Daylight,Kensington and Chelsea,None,Wet or damp,Single carriageway,Urban,Raining no high winds,Car,Female,State Highway,Punjab,3-16-21,10,6,4
BS0000014,Give way or uncontrolled,T or staggered junction,Slight,51.506187,Daylight,Kensington and Chelsea,None,Wet or damp,Single carriageway,Urban,Raining no high winds,Car,Female,Other Road,U.P,5-31-20,14,9,5
BS0000015,Give way or uncontrolled,T or staggered junction,Slight,51.493077,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Male,State Highway,M.P,3-21-22,7,6,1
BS0000016,Auto traffic signal,Crossroads,Serious,51.482076,Darkness - lights lit,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Female,Other Road,Maharashtra,2-23-19,1,1,0
BS0000017,Give way or uncontrolled,Crossroads,Slight,51.488673,Darkness - lights lit,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under,Female,National Highway,Punjab,6-26-21,20,19,1
BS0000018,Data missing or out of range,Not at junction or within 20 metres,Slight,51.482363,Darkness - lights lit,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Male,State Highway,Delhi,11-02-2022,25,1,24
BS0000019,Give way or uncontrolled,T or staggered junction,Slight,51.49391,Daylight,Kensington and Chelsea,None,Wet or damp,Single carriageway,Urban,Fine no high winds,Car,Female,Other Road,Punjab,7-30-22,49,47,2
BS0000020,Data missing or out of range,Not at junction or within 20 metres,Slight,51.509296,Darkness - lights lit,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Female,Other Road,M.P,11-25-22,6,1,5
BS0000021,Give way or uncontrolled,T or staggered junction,Slight,51.50228,Darkness - lights lit,Kensington and Chelsea,None,Wet or damp,Single carriageway,Urban,Raining no high winds,Car,Male,State Highway,Delhi,1-30-19,21,12,9
BS0000022,Give way or uncontrolled,T or staggered junction,Slight,51.507588,Darkness - lights lit,Kensington and Chelsea,None,Wet or damp,Single carriageway,Urban,Raining no high winds,Car,Male,Other Road,M.P,3-14-19,8,3,5
BS0000023,Auto traffic signal,Crossroads,Serious,51.488585,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Female,Other Road,Delhi,12-08-2020,21,18,3
BS0000024,Give way or uncontrolled,T or staggered junction,Slight,51.528344,Daylight,Kensington and Chelsea,None,Snow,Single carriageway,Urban,Other,Car,Male,State Highway,Maharashtra,06-01-2020,33,4,29
BS0000025,Give way or uncontrolled,T or staggered junction,Slight,51.499201,Darkness - lights lit,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Male,Other Road,M.P,06-12-2019,16,16,0
BS0000026,Give way or uncontrolled,T or staggered junction,Serious,51.517081,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Male,Other Road,Maharashtra,09-05-2020,22,21,1
BS0000027,Auto traffic signal,Crossroads,Slight,51.48944,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Female,State Highway,Delhi,08-02-2019,7,5,2
BS0000028,Give way or uncontrolled,Crossroads,Slight,51.494521,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Male,State Highway,Punjab,2-13-21,41,16,25
BS0000029,Auto traffic signal,Crossroads,Slight,51.508624,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Male,Other Road,Maharashtra,11-18-20,25,1,24
BS0000030,Auto traffic signal,Crossroads,Slight,51.491173,Darkness - lights lit,Kensington and Chelsea,None,Wet or damp,Single carriageway,Urban,Fine no high winds,Car,Male,Other Road,U.P,10-25-19,11,3,8
BS0000031,Give way or uncontrolled,T or staggered junction,Slight,51.495478,Daylight,Kensington and Chelsea,None,Wet or damp,One way street,Urban,Raining no high winds,Car,Male,National Highway,M.P,10-10-2022,10,7,3
BS0000032,Auto traffic signal,Crossroads,Serious,51.495658,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Male,State Highway,M.P,06-03-2021,20,12,8
BS0000033,Give way or uncontrolled,T or staggered junction,Slight,51.499727,Daylight,Kensington and Chelsea,None,Dry,Dual carriageway,Urban,Fine no high winds,Car,Female,State Highway,Maharashtra,1-29-20,37,22,15
BS0000034,Give way or uncontrolled,T or staggered junction,Slight,51.507802,Darkness - lights lit,Kensington and Chelsea,None,Wet or damp,Single carriageway,Urban,Fine no high winds,Car,Female,State Highway,Punjab,10-27-19,21,12,9
BS0000035,Auto traffic signal,T or staggered junction,Slight,51.508972,Darkness - lights lit,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Female,National Highway,Punjab,08-06-2020,7,5,2
BS0000036,Auto traffic signal,T or staggered junction,Slight,51.513036,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Male,Other Road,U.P,09-06-2021,20,16,4
BS0000037,Give way or uncontrolled,Crossroads,Slight,51.512443,Daylight,Kensington and Chelsea,None,Wet or damp,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under,Female,National Highway,Punjab,3-20-21,17,12,5
BS0000038,Give way or uncontrolled,T or staggered junction,Serious,51.491908,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Male,Other Road,Maharashtra,5-29-19,7,4,3
BS0000039,Data missing or out of range,Not at junction or within 20 metres,Slight,51.497811,Daylight,Kensington and Chelsea,None,Wet or damp,Single carriageway,Urban,Raining no high winds,Car,Male,National Highway,Delhi,11-01-2021,7,3,4
BS0000040,Give way or uncontrolled,T or staggered junction,Slight,51.486273,Daylight,Kensington and Chelsea,None,Wet or damp,Single carriageway,Urban,Raining no high winds,Car,Male,National Highway,M.P,3-29-20,36,20,16
BS0000041,Data missing or out of range,Not at junction or within 20 metres,Slight,51.500738,Daylight,Kensington and Chelsea,None,Wet or damp,Single carriageway,Urban,Fine no high winds,Car,Male,National Highway,Punjab,04-02-2021,44,8,36
BS0000042,Give way or uncontrolled,T or staggered junction,Slight,51.50012,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Female,State Highway,Punjab,09-11-2021,33,18,15
BS0000043,Give way or uncontrolled,T or staggered junction,Slight,51.49209,Daylight,Kensington and Chelsea,None,Dry,One way street,Urban,Fine no high winds,Car,Male,Other Road,M.P,11-20-20,17,10,7
BS0000044,Give way or uncontrolled,T or staggered junction,Slight,51.49105,Daylight,Kensington and Chelsea,None,Wet or damp,One way street,Urban,Fine no high winds,Car,Female,National Highway,Delhi,01-01-2022,26,8,18
BS0000045,Auto traffic signal,Roundabout,Slight,51.504672,Daylight,Hammersmith and Fulham,None,Dry,Dual carriageway,Urban,Fine no high winds,Goods over 3.5t. and under 7.5t,Male,Other Road,Delhi,01-03-2021,18,15,3
BS0000046,Data missing or out of range,Not at junction or within 20 metres,Slight,51.506379,Darkness - lights lit,Kensington and Chelsea,None,Wet or damp,Single carriageway,Urban,Raining no high winds,Car,Male,Other Road,M.P,5-25-20,26,13,13
BS0000047,Give way or uncontrolled,T or staggered junction,Slight,51.480175,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under,Female,Other Road,U.P,12-08-2019,42,18,24
BS0000048,Data missing or out of range,Not at junction or within 20 metres,Serious,51.491836,Darkness - lights lit,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Male,State Highway,Punjab,01-06-2020,3,2,1
BS0000049,Auto traffic signal,Crossroads,Slight,51.516717,Daylight,Kensington and Chelsea,None,Wet or damp,Single carriageway,Urban,Fine no high winds,Car,Male,State Highway,Delhi,2-22-20,19,12,7
BS0000050,Data missing or out of range,Not at junction or within 20 metres,Slight,51.490115,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Male,National Highway,Delhi,1-16-21,6,3,3
BS0000051,Auto traffic signal,T or staggered junction,Slight,51.508943,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Female,Other Road,M.P,12-16-22,44,1,43
BS0000052,Auto traffic signal,T or staggered junction,Slight,51.493264,Daylight,Kensington and Chelsea,None,Dry,Dual carriageway,Urban,Fine no high winds,Car,Female,State Highway,Maharashtra,9-19-21,14,2,12
BS0000053,Data missing or out of range,Not at junction or within 20 metres,Slight,51.484765,Darkness - lights lit,Kensington and Chelsea,None,Wet or damp,Single carriageway,Urban,Fine no high winds,Car,Female,Other Road,Delhi,8-19-19,34,33,1
BS0000054,Auto traffic signal,T or staggered junction,Slight,51.481746,Daylight,Kensington and Chelsea,None,Wet or damp,Single carriageway,Urban,Fine no high winds,Car,Male,Other Road,U.P,3-19-19,37,26,11
BS0000055,Data missing or out of range,Not at junction or within 20 metres,Slight,51.487666,Darkness - lights lit,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Female,State Highway,Delhi,06-11-2020,48,17,31
BS0000056,Give way or uncontrolled,T or staggered junction,Slight,51.501516,Darkness - lights lit,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under,Female,State Highway,Delhi,8-20-19,31,3,28
BS0000057,Give way or uncontrolled,T or staggered junction,Slight,51.487794,Daylight,Kensington and Chelsea,None,Dry,One way street,Urban,Fine no high winds,Car,Female,State Highway,Maharashtra,11-13-22,11,2,9
BS0000058,Give way or uncontrolled,T or staggered junction,Slight,51.502058,Darkness - lights lit,Kensington and Chelsea,None,Wet or damp,Single carriageway,Urban,Snowing no high winds,Car,Female,National Highway,M.P,10-11-2020,47,28,19
BS0000059,Auto traffic signal,T or staggered junction,Slight,51.500994,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Female,State Highway,Delhi,4-28-21,23,9,14
BS0000060,Give way or uncontrolled,Roundabout,Slight,51.523977,Darkness - lights lit,Kensington and Chelsea,None,Dry,Roundabout,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under,Male,Other Road,Delhi,11-09-2020,29,25,4
BS0000061,Give way or uncontrolled,Crossroads,Slight,51.484368,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Female,Other Road,Punjab,01-04-2021,2,2,0
BS0000062,Data missing or out of range,Not at junction or within 20 metres,Slight,51.501169,Darkness - lights lit,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Male,National Highway,Punjab,11-09-2020,8,8,0
BS0000063,Give way or uncontrolled,T or staggered junction,Slight,51.48299,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Male,State Highway,Punjab,10-23-19,4,2,2
BS0000064,Give way or uncontrolled,Roundabout,Slight,51.515582,Daylight,Kensington and Chelsea,None,Dry,Roundabout,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under,Male,National Highway,M.P,7-26-21,16,1,15
BS0000065,Give way or uncontrolled,T or staggered junction,Serious,51.48375,Darkness - lights lit,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Male,Other Road,Maharashtra,1-30-19,32,23,9
BS0000066,Give way or uncontrolled,T or staggered junction,Slight,51.490919,Darkness - lights lit,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Female,Other Road,Delhi,3-27-19,8,1,7
BS0000067,Give way or uncontrolled,T or staggered junction,Slight,51.500731,Daylight,Kensington and Chelsea,None,Dry,Dual carriageway,Urban,Fine no high winds,Car,Female,Other Road,M.P,03-11-2022,26,18,8
BS0000068,Data missing or out of range,Not at junction or within 20 metres,Serious,51.513804,Daylight,Kensington and Chelsea,None,Wet or damp,Single carriageway,Urban,Other,Car,Female,National Highway,M.P,10-01-2021,29,14,15
BS0000069,Give way or uncontrolled,T or staggered junction,Slight,51.494663,Darkness - lights lit,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Male,State Highway,M.P,2-17-19,14,9,5
BS0000070,Give way or uncontrolled,T or staggered junction,Slight,51.497543,Daylight,Kensington and Chelsea,None,Dry,Dual carriageway,Urban,Fine no high winds,Car,Male,State Highway,U.P,5-26-22,10,3,7
BS0000071,Give way or uncontrolled,Crossroads,Slight,51.517475,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Female,State Highway,U.P,8-24-22,5,1,4
BS0000072,Give way or uncontrolled,Crossroads,Slight,51.485759,Darkness - lights lit,Kensington and Chelsea,None,Wet or damp,Single carriageway,Urban,Raining no high winds,Motorcycle over 500cc,Female,Other Road,U.P,09-07-2020,47,11,36
BS0000073,Give way or uncontrolled,Mini-roundabout,Slight,51.517796,Daylight,Kensington and Chelsea,None,Dry,Roundabout,Urban,Fine no high winds,Motorcycle 50cc and under,Male,Other Road,M.P,10-27-21,18,11,7
BS0000074,Auto traffic signal,Crossroads,Slight,51.497048,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Male,State Highway,Maharashtra,7-18-20,34,15,19
BS0000075,Give way or uncontrolled,T or staggered junction,Serious,51.497103,Darkness - lights lit,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under,Male,National Highway,Maharashtra,7-22-19,28,13,15
BS0000076,Give way or uncontrolled,T or staggered junction,Serious,51.512346,Darkness - lights lit,Kensington and Chelsea,None,Wet or damp,Single carriageway,Urban,Raining no high winds,Taxi/Private hire car,Male,National Highway,Punjab,5-20-19,6,1,5
BS0000077,Auto traffic signal,Crossroads,Slight,51.485757,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Female,State Highway,M.P,08-07-2020,47,24,23
BS0000078,Data missing or out of range,Not at junction or within 20 metres,Slight,51.500856,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Male,Other Road,Delhi,01-06-2021,27,26,1
BS0000079,Auto traffic signal,Crossroads,Slight,51.492471,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Female,National Highway,Maharashtra,08-04-2021,30,18,12
BS0000080,Data missing or out of range,Not at junction or within 20 metres,Slight,51.518131,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Male,Other Road,M.P,7-23-19,39,2,37
BS0000081,Give way or uncontrolled,Roundabout,Serious,51.504784,Daylight,Hammersmith and Fulham,None,Dry,Roundabout,Urban,Fine no high winds,Car,Male,National Highway,Maharashtra,08-09-2022,2,2,0
BS0000082,Auto traffic signal,Crossroads,Slight,51.483345,Daylight,Kensington and Chelsea,None,Dry,One way street,Urban,Fine no high winds,Car,Male,Other Road,M.P,04-07-2020,8,8,0
BS0000083,Auto traffic signal,Crossroads,Slight,51.48115,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Female,State Highway,U.P,4-24-19,24,13,11
BS0000084,Give way or uncontrolled,Crossroads,Slight,51.49266,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Male,State Highway,Delhi,04-04-2019,37,13,24
BS0000085,Give way or uncontrolled,T or staggered junction,Slight,51.491935,Daylight,Kensington and Chelsea,None,Dry,One way street,Urban,Fine no high winds,Car,Female,National Highway,Maharashtra,6-15-22,34,14,20
BS0000086,Give way or uncontrolled,T or staggered junction,Slight,51.482328,Darkness - lights lit,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Female,Other Road,M.P,12-18-20,20,20,0
BS0000087,Auto traffic signal,Crossroads,Slight,51.481572,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Male,National Highway,Punjab,05-02-2022,47,1,46
BS0000088,Give way or uncontrolled,T or staggered junction,Slight,51.49892,Darkness - lights lit,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats),Male,National Highway,Maharashtra,05-01-2022,39,14,25
BS0000089,Give way or uncontrolled,Crossroads,Slight,51.490315,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over,Male,State Highway,Punjab,08-10-2020,34,13,21
BS0000090,Auto traffic signal,Crossroads,Slight,51.484361,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Male,State Highway,M.P,2-23-20,4,1,3
BS0000091,Auto traffic signal,Crossroads,Slight,51.489535,Darkness - lights lit,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Female,National Highway,U.P,12-27-21,26,3,23
BS0000092,Data missing or out of range,Not at junction or within 20 metres,Slight,51.493429,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Male,Other Road,Delhi,9-28-22,35,9,26
BS0000093,Give way or uncontrolled,Crossroads,Serious,51.488481,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Male,National Highway,Maharashtra,2-26-21,30,30,0
BS0000094,Auto traffic signal,Crossroads,Slight,51.484361,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under,Female,National Highway,M.P,7-21-20,27,18,9
BS0000095,Give way or uncontrolled,T or staggered junction,Slight,51.483603,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under,Male,National Highway,U.P,10-21-20,49,42,7
BS0000096,Auto traffic signal,T or staggered junction,Slight,51.486622,Daylight,Kensington and Chelsea,None,Wet or damp,Single carriageway,Urban,Fine no high winds,Car,Female,National Highway,M.P,5-19-20,9,9,0
BS0000097,Give way or uncontrolled,Crossroads,Slight,51.504966,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Other,Car,Female,National Highway,Punjab,5-30-20,49,47,2
BS0000098,Auto traffic signal,Crossroads,Slight,51.49566,Darkness - lights lit,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Male,National Highway,Punjab,4-19-22,9,3,6
BS0000099,Give way or uncontrolled,T or staggered junction,Serious,51.490535,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Bus or coach (17 or more pass seats),Female,State Highway,Delhi,01-12-2020,41,16,25
BS0000100,Give way or uncontrolled,T or staggered junction,Slight,51.486213,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under,Female,Other Road,U.P,9-26-22,22,18,4
BS0000101,Give way or uncontrolled,T or staggered junction,Slight,51.506775,Daylight,Kensington and Chelsea,None,Wet or damp,Single carriageway,Urban,Raining no high winds,Car,Male,Other Road,M.P,1-27-22,5,5,0
BS0000102,Data missing or out of range,Not at junction or within 20 metres,Slight,51.486977,Darkness - lights lit,Kensington and Chelsea,None,Dry,One way street,Urban,Fine no high winds,Car,Female,State Highway,Punjab,8-17-21,6,1,5
BS0000103,Give way or uncontrolled,T or staggered junction,Serious,51.509794,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Taxi/Private hire car,Female,Other Road,Delhi,12-28-22,16,2,14
BS0000104,Auto traffic signal,Crossroads,Slight,51.492565,Darkness - lights lit,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under,Male,National Highway,Maharashtra,5-31-20,30,8,22
BS0000105,Data missing or out of range,Not at junction or within 20 metres,Slight,51.486608,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 50cc and under,Female,National Highway,Delhi,10-30-19,38,36,2
BS0000106,Give way or uncontrolled,Crossroads,Slight,51.485669,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under,Male,National Highway,Punjab,7-17-21,26,26,0
BS0000107,Give way or uncontrolled,T or staggered junction,Slight,51.488776,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc,Female,Other Road,Maharashtra,7-31-20,1,1,0
BS0000108,Auto traffic signal,Crossroads,Slight,51.48226,Daylight,Kensington and Chelsea,None,Wet or damp,Single carriageway,Urban,Raining no high winds,Car,Male,State Highway,Delhi,6-21-19,5,3,2
BS0000109,Auto traffic signal,T or staggered junction,Serious,51.483642,Darkness - lights lit,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Female,National Highway,U.P,12-05-2022,47,33,14
BS0000110,Give way or uncontrolled,Crossroads,Serious,51.491834,Darkness - lights lit,Kensington and Chelsea,None,Wet or damp,Single carriageway,Urban,Raining no high winds,Car,Male,State Highway,Maharashtra,11-13-21,8,7,1
BS0000111,Data missing or out of range,Not at junction or within 20 metres,Slight,51.491921,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle 125cc and under,Male,State Highway,U.P,3-31-20,3,2,1
BS0000112,Data missing or out of range,Not at junction or within 20 metres,Slight,51.520593,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Male,Other Road,Delhi,3-26-21,42,8,34
BS0000113,Give way or uncontrolled,T or staggered junction,Slight,51.486624,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Male,State Highway,Delhi,2-20-22,38,14,24
BS0000114,Data missing or out of range,Not at junction or within 20 metres,Slight,51.516402,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over,Female,State Highway,U.P,03-05-2021,24,18,6
BS0000115,Auto traffic signal,Crossroads,Slight,51.489535,Darkness - lights lit,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Male,National Highway,Maharashtra,08-09-2019,27,12,15
BS0000116,Give way or uncontrolled,T or staggered junction,Slight,51.489744,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Female,Other Road,M.P,12-21-22,15,14,1
BS0000117,Give way or uncontrolled,Crossroads,Slight,51.49266,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Male,State Highway,Punjab,10-12-2019,8,3,5
BS0000118,Give way or uncontrolled,T or staggered junction,Slight,51.506957,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Male,Other Road,U.P,2-17-20,41,37,4
BS0000119,Data missing or out of range,Not at junction or within 20 metres,Serious,51.493541,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Male,National Highway,Delhi,05-11-2019,46,46,0
BS0000120,Data missing or out of range,Not at junction or within 20 metres,Slight,51.486183,Daylight,Kensington and Chelsea,None,Wet or damp,Single carriageway,Urban,Raining no high winds,Car,Female,National Highway,Maharashtra,10-31-22,40,20,20
BS0000121,Give way or uncontrolled,T or staggered junction,Slight,51.497815,Darkness - lights lit,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Male,State Highway,M.P,06-01-2022,40,18,22
BS0000122,Give way or uncontrolled,More than 4 arms (not roundabout),Slight,51.502755,Daylight,Kensington and Chelsea,None,Wet or damp,Single carriageway,Urban,Fine no high winds,Car,Male,National Highway,Delhi,8-21-21,13,8,5
BS0000123,Give way or uncontrolled,Crossroads,Slight,51.487635,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Male,National Highway,Punjab,11-24-20,3,2,1
BS0000124,Give way or uncontrolled,T or staggered junction,Slight,51.498814,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Male,State Highway,Maharashtra,1-24-21,6,6,0
BS0000125,Auto traffic signal,More than 4 arms (not roundabout),Slight,51.501571,Daylight,Westminster,None,Dry,Single carriageway,Urban,Fine no high winds,Motorcycle over 500cc,Female,National Highway,Punjab,6-30-19,26,11,15
BS0000126,Data missing or out of range,Not at junction or within 20 metres,Slight,51.493723,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Male,State Highway,U.P,7-23-20,48,14,34
BS0000127,Give way or uncontrolled,T or staggered junction,Slight,51.482582,Daylight,Kensington and Chelsea,None,Dry,Single carriageway,Urban,Fine no high winds,Car,Male,National Highway,U.P,7-22-19,32,1,31
